_init_proc, no_match_found
nrproto_cnv10to62, no_match_found
nrproto_Ltoa, no_match_found
nrproto_mkstr_u_char, no_match_found
nrproto_mkstr_u_char_array, no_match_found
nrproto_mkstr_char, no_match_found
nrproto_mkstr_char_array, no_match_found
nrproto_mkstr_u_short, no_match_found
nrproto_mkstr_u_short_array, no_match_found
nrproto_mkstr_short, no_match_found
nrproto_mkstr_short_array, no_match_found
nrproto_mkstr_long, no_match_found
nrproto_mkstr_int, no_match_found
nrproto_mkstr_int_array, no_match_found
nrproto_Ultoa, no_match_found
nrproto_mkstr_u_long, no_match_found
nrproto_mkstr_u_int, no_match_found
nrproto_mkstr_u_int_array, no_match_found
nrproto_CreateHeaderID, no_match_found
nrproto_CreateHeader, no_match_found
nrproto_mkstr_double, no_match_found
nrproto_mkstr_double_array, no_match_found
nrproto_mkstr_float, no_match_found
nrproto_mkstr_float_array, no_match_found
nrproto_splitString, no_match_found
nrproto_Send, no_match_found
nrproto_DebugSend, no_match_found
nrproto_default_write_wrap, no_match_found
nrproto_demkstr_double, no_match_found
nrproto_demkstr_u_double_array, no_match_found
nrproto_demkstr_float, no_match_found
nrproto_demkstr_float_array, no_match_found
nrproto_demkstr_u_char, no_match_found
nrproto_demkstr_u_char_array, no_match_found
nrproto_demkstr_char_array, no_match_found
nrproto_demkstr_u_short, no_match_found
nrproto_demkstr_u_short_array, no_match_found
nrproto_demkstr_u_long, no_match_found
nrproto_demkstr_u_long_array, no_match_found
nrproto_demkstr_u_int, no_match_found
nrproto_demkstr_u_int_array, no_match_found
nrproto_demkstr_char, no_match_found
nrproto_demkstr_short, no_match_found
nrproto_demkstr_short_array, no_match_found
nrproto_demkstr_long, no_match_found
nrproto_demkstr_long_array, no_match_found
nrproto_AllocateCommonWork, no_match_found
getMyGuild, no_match_found
getMemberListFromIndex, no_match_found
setMemberIndexNumber, no_match_found
eraseGuildMembersID, no_match_found
isUpdateMemberList, no_match_found
myGuildClean, no_match_found
isExistMyGuild, no_match_found
breedingRoomBackup, no_match_found
getMyMemberList, no_match_found
getMemberListFromCdKey, no_match_found
guildTitleToFile, no_match_found
breedingRoomScheduledBackup, no_match_found
make_guildItemBoxData, no_match_found
guildItemBoxBackup, no_match_found
guildItemBoxScheduledBackup, no_match_found
guildTitleFromFile, no_match_found
guildMonsterClearCloseness, no_match_found
restoreGuildMonsterData, no_match_found
addMemberList, no_match_found
guildMemberNew, no_match_found
generateGuildID, no_match_found
addGuildList, no_match_found
guildRoomInit, no_match_found
guildMemberUpdate, no_match_found
iAmLogout, no_match_found
youAreLogin, no_match_found
renameGuild, no_match_found
endOfWriteOffGuild, no_match_found
delGuildTitle, no_match_found
addGuildTitle, no_match_found
setNewTitle, no_match_found
giveATitleTo, no_match_found
youAreGuildMaster, no_match_found
delGuildList, no_match_found
getGuildMemberInfo, no_match_found
getGuildTitleList, no_match_found
writeOffGuild, no_match_found
guildKillNotice, no_match_found
delGuildAllMember, no_match_found
killGuild, no_match_found
checkGuildRoomRent, no_match_found
getOutYou, no_match_found
delGuildMember, no_match_found
iAmLogin, no_match_found
addGuildInitialMember, no_match_found
createGuildSuccess, no_match_found
addGuildMember, no_match_found
createNewGuild, no_match_found
getGuildInfo, no_match_found
printGuildInfo, no_match_found
guildInit, no_match_found
restoreguildItemBoxData, no_match_found
NPC_guildCreaterInit, no_match_found
NPC_guildEraserInit, no_match_found
NPC_guildCreaterCreateError, no_match_found
NPC_guildEraserEraseError, no_match_found
NPC_guildEraserCancel, no_match_found
NPC_guildEraserComplete, no_match_found
NPC_guildMonsterMasterInit, no_match_found
get_arg_23, no_match_found
NPC_guildCreaterComplete, no_match_found
NPC_guildMonsterMasterTalked, no_match_found
NPC_guildEraseCompleteSend, no_match_found
NPC_guildEraserIsDelete, no_match_found
NPC_guildCreaterCompleteSend, no_match_found
NPC_guildIsGuildMember, no_match_found
NPC_guildEraserTalked, no_match_found
NPC_guildEraserCheck, no_match_found
NPC_guildEraserWindowTalked, no_match_found
NPC_guildIsItemHave, no_match_found
NPC_guildMonsterMasterWindowTalked, no_match_found
NPC_guildCreaterTalked, no_match_found
NPC_guildIsMinimumMember, no_match_found
NPC_guildCreaterNameIn, no_match_found
NPC_guildCreaterIsCreate, no_match_found
NPC_guildCreaterWindowTalked, no_match_found
GUILD_getAddressbookEntryG, no_match_found
GUILD_getAddressbookEntryFromCdKeyG, no_match_found
GUILD_updateAddressBook, no_match_found
GUILD_getAddressbookEntryFromCdKey, no_match_found
GUILD_getAddressbookEntry, no_match_found
GUILD_dissolveGuild, no_match_found
GUILD_leaveGuild, no_match_found
GUILD_InviteGuild_WindowResponse, no_match_found
GUILD_InviteGuild_WindowResult, no_match_found
GUILD_addGuildMember, no_match_found
GUILD_checkTrueGuildMaster, no_match_found
GUILD_bestowGuildTitle, no_match_found
GUILD_setGuildTitle, no_match_found
GUILD_setGuildInfo, no_match_found
GUILD_getCharFromAddressBook, no_match_found
GUILD_removeGuildMember, no_match_found
GUILD_sendGroupMessageFrom, no_match_found
GUILD_sendGroupMessage, no_match_found
GUILD_sendMessage, no_match_found
GUILD_sendMessage_FromOther, no_match_found
GUILD_make_GT_String, no_match_found
GUILD_sendGuildMemberOne, no_match_found
GUILD_sendGuildMember, no_match_found
GUILD_sendGuildTitle, no_match_found
GUILD_sendGuildInfo, no_match_found
GUILD_resClient, no_match_found
GUILD_sendGuildMemberReq, no_match_found
GUILD_searchVacantGuildRoom, no_match_found
GUILD_searchGuildRoom, no_match_found
GUILD_createGuildMonsterRoom, no_match_found
GUILD_createGuildRoom, no_match_found
GUILD_appendGuildMonsterRoom, no_match_found
GUILD_initGuildRoom, no_match_found
GUILD_checkGuildMonsterActiveTime, no_match_found
GUILD_getGuildMonsterHungryLevel, no_match_found
getPercentRate, no_match_found
changeGuildMonsterFavorite, no_match_found
changeGuildMonsterParam, no_match_found
GUILD_setGuildMonsterAction, no_match_found
GUILD_changeGuildMonsterParam, no_match_found
checkPlayerInRoom, no_match_found
writeGuildMonsterLastWord, no_match_found
GUILD_escapeGuildMonster, no_match_found
GUILD_createGuildMonsterString, no_match_found
GUILD_changeGuildMonsterName, no_match_found
GUILD_reincarnateGuildMonster, no_match_found
GUILD_checkGuildMonsterAdvance, no_match_found
GUILD_checkGuildMonsterLive, no_match_found
GUILD_changeGuildMonsterActiveTime, no_match_found
GUILD_feedGuildMonster, no_match_found
GUILD_dislikedGuildMonster, no_match_found
initGuildMonsterWork, no_match_found
entryGuildMonsterRoomNPC, no_match_found
GUILD_createNewGuildMonster, no_match_found
GUILD_setGuildMonster, no_match_found
deleteGuildMonster, no_match_found
GUILD_checkGuildMonster, no_match_found
GUILD_initGuildMonsterParam, no_match_found
makeGuildMemberString, no_match_found
GUILD_send_DpDBUpdate, no_match_found
setGuildMemberInfoFromString, no_match_found
GUILD_recv_DpDBUpdate, no_match_found
createBreedingRoom, no_match_found
killGuildDB, no_match_found
clearGuildMonsterClosenessFromDB, no_match_found
writeGuildTitleID, no_match_found
Load_guildItemBox, no_match_found
countOfGuildMember, no_match_found
getGuildID, no_match_found
amIGuildMember, no_match_found
amIGuildOwner, no_match_found
getAmountOfGuild, no_match_found
getGuildRoomSize, no_match_found
createGuildIDList, no_match_found
guildItemBoxDBToMemory, no_match_found
make_guildItemBoxSql, no_match_found
save_guildItemBox, no_match_found
DelGuildPetInRoom, no_match_found
GetGuildPet, no_match_found
PutGuildPet, no_match_found
GetGuildPetList, no_match_found
saveBreedingRoom, no_match_found
saveGuild, no_match_found
getBreedingRoomDBToMemory, no_match_found
getGuildDB, no_match_found
readGuildData, no_match_found
guildListDBToMemory, no_match_found
readMyMemberData, no_match_found
isExistMeOnThisServer, no_match_found
createGuildMemberList, no_match_found
isExistMyGuildOnThisServer, no_match_found
getGuildOwnerInfo, no_match_found
getBreedingRoom, no_match_found
guildBirth, no_match_found
eliminationPhantomGuild, no_match_found
getGuildList, no_match_found
toPUK2Result, no_match_found
toPUK2, no_match_found
toPUK3Result, no_match_found
toPUK3, no_match_found
NPC_Lua_popstring, no_match_found
NPC_Lua_CallFunc, no_match_found
NPC_Lua_DoFile, no_match_found
NPC_Lua_Close, no_match_found
NPC_Lua_Init, no_match_found
NPC_Lua_Battle_SetGainMode, no_match_found
NPC_Lua_Battle_SetType, no_match_found
NPC_Lua_Battle_GetWinSide, no_match_found
NPC_Lua_Battle_GetMod, no_match_found
NPC_Lua_Battle_GetGainMode, no_match_found
NPC_Lua_Battle_GetType, no_match_found
NPC_Lua_Battle_SetWinEvent, no_match_found
NPC_Lua_Battle_GetPlayer, no_match_found
NPC_Lua_Battle_Encount, no_match_found
NPC_Lua_Battle_ExitBattle, no_match_found
NPC_Lua_NL_ShutDownCallBack, no_match_found
NPC_Lua_NL_BattlePreCallBack, no_match_found
NPC_Lua_NL_BattleStartCallBack, no_match_found
NPC_Lua_NL_BattleOverCallBack, no_match_found
NPC_Lua_NL_ProtoColSendCallBack, no_match_found
NPC_Lua_NL_ProtoColRecvCallBack, no_match_found
NPC_Lua_NL_GetLevelExpCallBack, no_match_found
NPC_Lua_NL_StallBuyCallBack, no_match_found
NPC_Lua_NL_StallBrowseCallBack, no_match_found
NPC_Lua_NL_StallEndCallBack, no_match_found
NPC_Lua_NL_StallStartCallBack, no_match_found
NPC_Lua_NL_StealRateCallBack, no_match_found
NPC_Lua_NL_DropRateCallBack, no_match_found
NPC_Lua_NL_ClientExCallBack, no_match_found
NPC_Lua_NL_StatusCalcCallBack, no_match_found
NPC_Lua_NL_BattleEscapeCallBack, no_match_found
NPC_Lua_NL_PetSealPriceCallBack, no_match_found
NPC_Lua_NL_GetLoginPointCallBack, no_match_found
NPC_Lua_NL_SealCallBack, no_match_found
NPC_Lua_NL_RankUpCallBack, no_match_found
NPC_Lua_NL_RightClickCallBack, no_match_found
NPC_Lua_NL_ScriptCallEventCallBack, no_match_found
NPC_Lua_NL_PartyEventCallBack, no_match_found
NPC_Lua_NL_BattleActionCallBack, no_match_found
NPC_Lua_NL_AfterWarpCallBack, no_match_found
NPC_Lua_NL_ProductSkillExpCallBack, no_match_found
NPC_Lua_NL_BattleSkillExpCallBack, no_match_found
NPC_Lua_NL_GetExpCallBack, no_match_found
NPC_Lua_NL_ItemOverLapCallBack, no_match_found
NPC_Lua_NL_ItemDetCallBack, no_match_found
NPC_Lua_NL_ItemAttCallBack, no_match_found
NPC_Lua_NL_ItemUseCallBack, no_match_found
NPC_Lua_NL_GatherTechUsedCallBack, no_match_found
NPC_Lua_NL_TitleChangedCallBack, no_match_found
NPC_Lua_NL_TalkCallBack, no_match_found
NPC_Lua_NL_LogoutCallBack, no_match_found
NPC_Lua_NL_DropCallBack, no_match_found
NPC_Lua_NL_LoginGateCallBack, no_match_found
NPC_Lua_NL_LoginCallBack, no_match_found
NPC_Lua_NL_LevelUpCallBack, no_match_found
NPC_Lua_BattleWinCallBack, no_match_found
NPC_Lua_WindowTalkedCallBack, no_match_found
NPC_Lua_TalkedCallBack, no_match_found
NPC_Lua_LoopCallBack, no_match_found
NPC_Lua_PostOverCallBack, no_match_found
NPC_Lua_WalkPostCallBack, no_match_found
NPC_Lua_ItemPutCallBack, no_match_found
NPC_Lua_WalkPreCallBack, no_match_found
NPC_Lua_InitCallBack, no_match_found
NPC_Lua_WatchCallBack, no_match_found
NPC_Lua_Char_GetGuildTitleID, no_match_found
NPC_Lua_Char_GetGuildID, no_match_found
NPC_Lua_Char_GetBattleIndex, no_match_found
NPC_Lua_Char_GetGold, no_match_found
NPC_Lua_Char_GetTitle, no_match_found
NPC_Lua_Char_GetTitleId, no_match_found
NPC_Lua_Char_PetNum, no_match_found
NPC_Lua_Char_GetPetIndex, no_match_found
NPC_Lua_Char_GetPetEnemyId, no_match_found
NPC_Lua_Char_FindPetEnemyId, no_match_found
NPC_Lua_Char_PetDrop, no_match_found
NPC_Lua_Char_ItemSlot, no_match_found
NPC_Lua_Char_GetItemIndex, no_match_found
NPC_Lua_Char_ItemNum, no_match_found
NPC_Lua_Char_HaveItem, no_match_found
NPC_Lua_Char_FindItemId, no_match_found
NPC_Lua_Char_PartyNum, no_match_found
NPC_Lua_Char_GetTeamIndex, no_match_found
NPC_Lua_Char_GetPoolPet, no_match_found
NPC_Lua_Char_GetHousePet, no_match_found
NPC_Lua_Char_GetPoolItem, no_match_found
NPC_Lua_Char_GetHouseItem, no_match_found
NPC_Lua_Char_FeverStop, no_match_found
NPC_Lua_Char_FeverStatr, no_match_found
NPC_Lua_Char_IsFeverTime, no_match_found
NPC_Lua_Char_GetSkillExp, no_match_found
NPC_Lua_Char_GetSkillLv, no_match_found
NPC_Lua_Char_GetSkillIdBySlot, no_match_found
NPC_Lua_Char_HaveSkill, no_match_found
NPC_Lua_Char_DelSkill, no_match_found
NPC_Lua_Char_AddSkill, no_match_found
NPC_Lua_Char_AddGold, no_match_found
NPC_Lua_Char_TitleCheck, no_match_found
NPC_Lua_Char_GetLevelExp, no_match_found
NPC_Lua_Char_GetNextExp, no_match_found
NPC_Lua_Char_SetItemIndex, no_match_found
NPC_Lua_Char_SetWindowTalkedEvent, no_match_found
NPC_Lua_Char_SetItemPutEvent, no_match_found
NPC_Lua_Char_SetTalkedEvent, no_match_found
NPC_Lua_Char_SetLoopEvent, no_match_found
NPC_Lua_Char_SetWatchEvent, no_match_found
NPC_Lua_Char_SetPostOverEvent, no_match_found
NPC_Lua_Char_SetWalkPostEvent, no_match_found
NPC_Lua_Char_SetWalkPreEvent, no_match_found
NPC_Lua_Char_GetData, no_match_found
NPC_Lua_Char_SetData, no_match_found
NPC_Lua_Char_EndEvent, no_match_found
NPC_Lua_Char_NowEvent, no_match_found
NPC_Lua_SetErrorStr, no_match_found
NPC_Lua_NTInt_Len, no_match_found
NPC_Lua_NTInt_Get, no_match_found
NPC_Lua_NTInt_Set, no_match_found
NPC_Lua_NTInt_New, no_match_found
NPC_Lua_CreateVsEnemy, no_match_found
NPC_Lua_CreateVsPlayer, no_match_found
NPC_DelItem, StoneAge/Source/gmsv/npc/npc_eventaction.c
NPC_DelPet, no_match_found
NPC_DelSlotPet, no_match_found
NPC_GiveItem, no_match_found
NPC_GivePet, no_match_found
NPC_Lua_Del, no_match_found
NPC_Lua_GetFuncPoint, no_match_found
NPC_Lua_Create, no_match_found
NPC_Lua_RegLibEx, no_match_found
NPC_Lua_RegArrayEx, no_match_found
NPC_Lua_RegClassEx, no_match_found
NPC_Lua_RegCallEx, no_match_found
NPC_Lua_Field_Set, no_match_found
NPC_Lua_Field_Get, no_match_found
NPC_Lua_Guild_GetStatus, no_match_found
NPC_Lua_Guild_GetMember, no_match_found
NPC_Lua_Guild_GetRoomType, no_match_found
NPC_Lua_Guild_GetServer, no_match_found
NPC_Lua_Guild_GetTitleName, no_match_found
NPC_Lua_Guild_GetBrief, no_match_found
NPC_Lua_Guild_GetRoomName, no_match_found
NPC_Lua_Guild_GetName, no_match_found
NPC_Lua_Item_GetNameFromNumber, no_match_found
NPC_Lua_Item_Kill, no_match_found
NPC_Lua_Item_UpItem, no_match_found
NPC_Lua_Item_SetData, no_match_found
NPC_Lua_Item_GetData, no_match_found
NPC_Lua_NL_RegProtoColSendEvent, no_match_found
NPC_Lua_NL_RegProtoColRecvEvent, no_match_found
NPC_Lua_NL_RegStallBuyEvent, no_match_found
NPC_Lua_NL_RegStallBrowseEvent, no_match_found
NPC_Lua_NL_RegStallEndEvent, no_match_found
NPC_Lua_NL_RegStallStartEvent, no_match_found
NPC_Lua_NL_RegStealRateEvent, no_match_found
NPC_Lua_NL_RegDropRateEvent, no_match_found
NPC_Lua_NL_RegClientExEvent, no_match_found
NPC_Lua_NL_RegStatusCalcEvent, no_match_found
NPC_Lua_NL_RegBattleEscapeEvent, no_match_found
NPC_Lua_NL_RegShutDownEvent, no_match_found
NPC_Lua_NL_RegPetSealPriceEvent, no_match_found
NPC_Lua_NL_RegGetLoginPointEvent, no_match_found
NPC_Lua_NL_RegGetLevelExpEvent, no_match_found
NPC_Lua_NL_RegSealEvent, no_match_found
NPC_Lua_NL_RegRankUpEvent, no_match_found
NPC_Lua_NL_RegRightClickEvent, no_match_found
NPC_Lua_NL_RegBattlePreEvent, no_match_found
NPC_Lua_NL_RegScriptCallEvent, no_match_found
NPC_Lua_NL_RegPartyEvent, no_match_found
NPC_Lua_NL_RegBattleActionEvent, no_match_found
NPC_Lua_NL_RegAfterWarpEvent, no_match_found
NPC_Lua_NL_RegBattleSkillExpEvent, no_match_found
NPC_Lua_NL_RegProductSkillExpEvent, no_match_found
NPC_Lua_NL_RegGetExpEvent, no_match_found
NPC_Lua_NL_RegItemOverLapEvent, no_match_found
NPC_Lua_NL_RegItemDetEvent, no_match_found
NPC_Lua_NL_RegItemAttEvent, no_match_found
NPC_Lua_NL_RegItemUseEvent, no_match_found
NPC_Lua_NL_RegGatherTechUsedEvent, no_match_found
NPC_Lua_NL_RegTitleChangedEvent, no_match_found
NPC_Lua_NL_RegTalkEvent, no_match_found
NPC_Lua_NL_RegLogoutEvent, no_match_found
NPC_Lua_NL_RegDropEvent, no_match_found
NPC_Lua_NL_RegLoginGateEvent, no_match_found
NPC_Lua_NL_RegLoginEvent, no_match_found
NPC_Lua_NL_RegLevelUpEvent, no_match_found
NPC_Lua_NL_RegBattleStartEvent, no_match_found
NPC_Lua_NL_RegBattleOverEvent, no_match_found
NPC_Lua_NL_DelNpc, no_match_found
NPC_Lua_NL_CreateNpc, no_match_found
NPC_Lua_NL_GetErrorStr, no_match_found
NPC_Lua_NLG_ShowTalked, no_match_found
NPC_Lua_NLG_SendEffect, no_match_found
NPC_Lua_NLG_ChangePal, no_match_found
NPC_Lua_NL_Ver, no_match_found
NPC_Lua_NLG_DelArgNpc, no_match_found
NPC_Lua_NLG_HaveItemPos, no_match_found
NPC_Lua_NLG_HaveItemId, no_match_found
NPC_Lua_NLG_Rand, no_match_found
NPC_Lua_NLG_CreateBattlePvP, no_match_found
NPC_Lua_NLG_DropPlayer, no_match_found
NPC_Lua_NLG_Update_Party, no_match_found
NPC_Lua_NLG_GetOnLinePlayer, no_match_found
NPC_Lua_NLG_WatchEntry, no_match_found
NPC_Lua_NLG_CharLook, no_match_found
NPC_Lua_NLG_WalkMove, no_match_found
NPC_Lua_NLG_SetAction, no_match_found
NPC_Lua_NLG_SetHeadIcon, no_match_found
NPC_Lua_NLG_WalkAble, no_match_found
NPC_Lua_NLG_Warp, no_match_found
NPC_Lua_NLG_UpChar, no_match_found
NPC_Lua_NLG_TalkToFloor, no_match_found
NPC_Lua_NLG_TalkToCli, no_match_found
NPC_Lua_NLG_SystemMessageToMap, no_match_found
NPC_Lua_NLG_SystemMessage, no_match_found
NPC_Lua_NLG_ShowWindowTalked, no_match_found
NPC_Lua_NLG_GiveItem, no_match_found
NPC_Lua_NLG_AddPet, no_match_found
