_init_proc	.init	08049DD4	00000017	0000000C		R	.	.	.	.	.	B	.	.
NPC_HouseMasterMakeFileName	.text	0815CC00	00000037	0000001C	00000014	R	.	.	.	.	.	B	T	.
NPC_HouseMasterCreateKey	.text	0815CC40	000000A6	0000002C	0000000C	R	.	.	.	.	.	B	T	.
NPC_HouseMasterWindowTalked	.text	0815CCF0	000000B1	0000002C	00000014	R	.	.	.	.	.	B	T	.
NPC_HouseMasterTalkedChanged	.text	0815CDB0	00000213	0000033C	00000008	R	.	.	.	.	.	B	T	.
NPC_HouseMasterTalkedNormal	.text	0815CFD0	0000020F	0000052C	00000008	R	.	.	.	.	.	B	T	.
House_PreOwnerCheck	.text	0815D1E0	0000009B	0000002C		R	.	.	.	.	.	B	T	.
NPC_HouseMasterTalked	.text	0815D280	000000A5	0000002C	00000010	R	.	.	.	.	.	B	T	.
NPC_HouseMasterCreateFile	.text	0815D330	000000DD	000000AC	00000008	R	.	.	.	.	.	B	T	.
NPC_HouseMasterDeleteHouse	.text	0815D410	00000066	0000002C	00000008	R	.	.	.	.	.	B	T	.
NPC_HouseMasterCreateHouse	.text	0815D480	00000065	0000002C	00000008	R	.	.	.	.	.	B	T	.
NPC_HouseMasterImageChange	.text	0815D4F0	000001CF	0000003C	0000000C	R	.	.	.	.	.	B	T	.
NPC_HouseMasterContracting	.text	0815D6C0	00000083	0000001C	00000008	R	.	.	.	.	.	B	T	.
NPC_HouseMasterSetOwner	.text	0815D750	000000D4	0000002C	00000014	R	.	.	.	.	.	B	T	.
NPC_HouseMasterFirstTime	.text	0815D830	00000180	000001AC	00000008	R	.	.	.	.	.	B	T	.
NPC_HouseMasterExpireEnd	.text	0815D9B0	000000BE	000000AC	00000004	R	.	.	.	.	.	B	T	.
NPC_HouseMasterLoop	.text	0815DA70	00000030	0000000C	00000004	R	.	.	.	.	.	B	T	.
NPC_HouseMasterInit	.text	0815DAA0	0000024A	0000003C	00000004	R	.	.	.	.	.	B	T	.
HouseMasterCreateHouse_Yes	.text	0815DCF0	00000323	0000024C	00000008	R	.	.	.	.	.	B	T	.
NPC_HouseWarpCheckKey	.text	0815E020	0000008A	0000002C	00000008	R	.	.	.	.	.	B	T	.
NPC_HouseWarpCharacter	.text	0815E0B0	000000AF	0000002C	00000008	R	.	.	.	.	.	B	T	.
NPC_HouseWarpInit	.text	0815E160	0000005D	0000001C	00000004	R	.	.	.	.	.	B	T	.
get_num2_2	.text	0815E1C0	00000067	00000010		R	.	.	.	.	.	B	T	.
check_num_2	.text	0815E230	00000025	00000004		R	.	.	.	.	.	B	T	.
NPC_JudgemanInit	.text	0815E260	00000014	00000004	00000004	R	.	.	.	.	.	B	T	.
NPC_JudgemanWindowTalked	.text	0815E280	000000A3	0000002C	00000014	R	.	.	.	.	.	B	T	.
get_arg_4	.text	0815E330	00000095	0000010C		R	.	.	.	.	.	B	T	.
send_judge_data	.text	0815E3D0	000005E8	0000843C		R	.	.	.	.	.	B	T	.
judgeman_yes_click	.text	0815E9C0	00000206	0000003C	00000014	R	.	.	.	.	.	B	T	.
NPC_JudgemanTalked	.text	0815EBD0	000000AE	0000001C	0000000C	R	.	.	.	.	.	B	T	.
get_num2_3	.text	0815EC80	00000067	00000010		R	.	.	.	.	.	B	T	.
check_num_3	.text	0815ECF0	00000025	00000004		R	.	.	.	.	.	B	T	.
NPC_RepairmanInit	.text	0815ED20	00000014	00000004	00000004	R	.	.	.	.	.	B	T	.
NPC_RepairmanWindowTalked	.text	0815ED40	000000A3	0000002C	00000014	R	.	.	.	.	.	B	T	.
get_arg_5	.text	0815EDF0	00000095	0000010C		R	.	.	.	.	.	B	T	.
send_repair_data	.text	0815EE90	00000618	0000843C		R	.	.	.	.	.	B	T	.
repairman_yes_click	.text	0815F4B0	00000290	0000003C	00000014	R	.	.	.	.	.	B	T	.
NPC_RepairmanTalked	.text	0815F740	000000AE	0000001C	0000000C	R	.	.	.	.	.	B	T	.
NPC_BankmanInit	.text	0815F7F0	00000014	00000004	00000004	R	.	.	.	.	.	B	T	.
NPC_BankmanWindowTalked	.text	0815F810	000000A9	0000002C	00000014	R	.	.	.	.	.	B	T	.
get_arg_6	.text	0815F8C0	0000009B	0000010C		R	.	.	.	.	.	B	T	.
set_item_0	.text	0815F960	000000BE	0000002C		R	.	.	.	.	.	B	T	.
send_bank_gold_data	.text	0815FA20	000000F9	0000142C		R	.	.	.	.	.	B	T	.
set_pet	.text	0815FB20	000000DC	0000002C		R	.	.	.	.	.	B	T	.
move_pet	.text	0815FC00	00000A4F	0000466C		R	.	.	.	.	.	B	T	.
send_bank_data	.text	08160650	00000F73	0000844C		R	.	.	.	.	.	B	T	.
bankman_select_none	.text	081615D0	000013F3	0000471C	00000014	R	.	.	.	.	.	B	T	.
NPC_BankmanTalked	.text	081629D0	0000012A	0000002C	00000008	R	.	.	.	.	.	B	T	.
NPC_BillboardInit	.text	08162B00	00000014	00000004	00000004	R	.	.	.	.	.	B	T	.
NPC_TechshopInit	.text	08162B20	00000014	00000004	00000004	R	.	.	.	.	.	B	T	.
get_equip_level	.text	08162B40	00000030	00000004		R	.	.	.	.	.	B	T	.
NPC_TechshopWindowTalked	.text	08162B70	000000D0	0000002C	00000014	R	.	.	.	.	.	B	T	.
get_arg_7	.text	08162C40	00000095	0000010C		R	.	.	.	.	.	B	T	.
send_monster_data	.text	08162CE0	000002E6	0000813C		R	.	.	.	.	.	B	T	.
techshop_set_cancel	.text	08162FD0	00000058	0000001C	00000014	R	.	.	.	.	.	B	T	.
techshop_start_none	.text	08163030	00000066	0000001C	00000014	R	.	.	.	.	.	B	T	.
techshop_select_none	.text	081630A0	000003B5	0000813C	00000014	R	.	.	.	.	.	B	T	.
send_sell_data	.text	08163460	000003EB	0000813C		R	.	.	.	.	.	B	T	.
techshop_set_none	.text	08163850	00000248	0000003C	00000014	R	.	.	.	.	.	B	T	.
techshop_select_cancel	.text	08163AA0	00000058	0000001C	00000014	R	.	.	.	.	.	B	T	.
NPC_TechshopTalked	.text	08163B00	000000A1	0000001C	0000000C	R	.	.	.	.	.	B	T	.
NPC_TitlemanInit	.text	08163BB0	00000014	00000004	00000004	R	.	.	.	.	.	B	T	.
NPC_TitlemanTalked	.text	08163BD0	0000013A	0000012C	00000008	R	.	.	.	.	.	B	T	.
NPC_SpiritmanInit	.text	08163D10	00000014	00000004	00000004	R	.	.	.	.	.	B	T	.
get_price_0	.text	08163D30	00000017	00000004		R	.	.	.	.	.	B	T	.
NPC_SpiritmanWindowTalked	.text	08163D50	000000C7	0000002C	00000014	R	.	.	.	.	.	B	T	.
get_arg_8	.text	08163E20	00000095	0000010C		R	.	.	.	.	.	B	T	.
centering_2	.text	08163EC0	0000014A	0000051C		R	.	.	.	.	.	B	T	.
spiritman_no	.text	08164010	000000C0	0000042C	00000008	R	.	.	.	.	.	B	T	.
spiritman_yes	.text	081640D0	0000016B	0000042C	00000008	R	.	.	.	.	.	B	T	.
NPC_SpiritmanTalked	.text	08164240	000002DD	0000052C	00000008	R	.	.	.	.	.	B	T	.
get_num2_4	.text	08164520	00000067	00000010		R	.	.	.	.	.	B	T	.
check_num_4	.text	08164590	00000025	00000004		R	.	.	.	.	.	B	T	.
NPC_BrushmanWindowTalked	.text	081645C0	000000E2	0000002C	00000014	R	.	.	.	.	.	B	T	.
get_msg	.text	081646B0	0000009B	0000010C		R	.	.	.	.	.	B	T	.
get_arg_9	.text	08164750	00000095	0000010C		R	.	.	.	.	.	B	T	.
send_start_data	.text	081647F0	000000FD	0000052C		R	.	.	.	.	.	B	T	.
brushman_select_cancel	.text	081648F0	0000004F	0000001C	00000008	R	.	.	.	.	.	B	T	.
brushman_select_none	.text	08164940	00000710	0000007C	00000014	R	.	.	.	.	.	B	T	.
brushman_change_none	.text	08165050	0000063A	0000843C	00000008	R	.	.	.	.	.	B	T	.
NPC_BrushmanTalked	.text	08165690	0000009A	0000001C	00000008	R	.	.	.	.	.	B	T	.
NPC_BrushmanInit	.text	08165730	00000179	0000003C	00000004	R	.	.	.	.	.	B	T	.
NPC_Duelranking_PrintRankingErr	.text	081658B0	000000C4	00000C2C	00000010	R	.	.	.	.	.	B	T	.
NPC_Duelranking_CallMyRanking	.text	08165980	00000046	0000001C	0000000C	R	.	.	.	.	.	B	T	.
NPC_Duelranking_PrintRanking	.text	081659D0	00000724	0000149C	00000010	R	.	.	.	.	.	B	T	.
NPC_DuelrankingWindowTalked	.text	08166100	000001A5	0000012C	00000014	R	.	.	.	.	.	B	T	.
NPC_DuelrankingTalked	.text	081662B0	000000E0	00000C2C	00000008	R	.	.	.	.	.	B	T	.
NPC_DuelrankingInit	.text	08166390	0000006E	0000002C	00000004	R	.	.	.	.	.	B	T	.
NPC_TimecardInit	.text	08166400	00000014	00000004	00000004	R	.	.	.	.	.	B	T	.
NPC_TimecardWindowTalked	.text	08166420	000000A7	0000002C	00000014	R	.	.	.	.	.	B	T	.
check_timecard_on	.text	081664D0	00000036	0000001C		R	.	.	.	.	.	B	T	.
get_arg_10	.text	08166510	00000095	0000010C		R	.	.	.	.	.	B	T	.
centering_3	.text	081665B0	00000160	0000051C		R	.	.	.	.	.	B	T	.
timecard_select_yes	.text	08166710	00000120	0000043C	00000008	R	.	.	.	.	.	B	T	.
NPC_TimecardTalked	.text	08166830	000002F8	0000054C	00000008	R	.	.	.	.	.	B	T	.
NPC_GoldRanking_PrintRankingErr	.text	08166B30	000000C4	00000C2C	00000010	R	.	.	.	.	.	B	T	.
NPC_GoldRanking_PrintEntryOk	.text	08166C00	00000203	0000062C		R	.	.	.	.	.	B	T	.
NPC_GoldRanking_CallMyRanking	.text	08166E10	00000046	0000001C	0000000C	R	.	.	.	.	.	B	T	.
NPC_GoldRanking_PrintRanking	.text	08166E60	00000884	000014DC	00000010	R	.	.	.	.	.	B	T	.
NPC_GoldRankingWindowTalked	.text	081676F0	00000315	0000022C	00000014	R	.	.	.	.	.	B	T	.
NPC_GoldRankingTalked	.text	08167A10	00000116	00000C2C	00000008	R	.	.	.	.	.	B	T	.
NPC_GoldRankingInit	.text	08167B30	0000006E	0000002C	00000004	R	.	.	.	.	.	B	T	.
NPC_DisemploymentInit	.text	08167BA0	00000014	00000004	00000004	R	.	.	.	.	.	B	T	.
get_arg_11	.text	08167BC0	00000085	0000010C		R	.	.	.	.	.	B	T	.
centering_4	.text	08167C50	0000014E	0000049C		R	.	.	.	.	.	B	T	.
NPC_DisemploymentSelect3	.text	08167DA0	000000A6	0000042C	00000008	R	.	.	.	.	.	B	T	.
NPC_DisemploymentSelect1	.text	08167E50	00000166	0000042C	00000008	R	.	.	.	.	.	B	T	.
NPC_DisemploymentSelect2	.text	08167FC0	00000397	0000043C	00000014	R	.	.	.	.	.	B	T	.
NPC_DisemploymentWindowTalked	.text	08168360	000000D0	0000002C	00000014	R	.	.	.	.	.	B	T	.
NPC_DisemploymentTalked	.text	08168430	000000F8	0000042C	00000008	R	.	.	.	.	.	B	T	.
NPC_CharmInit	.text	08168530	00000014	00000004	00000004	R	.	.	.	.	.	B	T	.
NPC_CharmCost	.text	08168550	0000004C	0000000C	00000008	R	.	.	.	.	.	B	T	.
NPC_CharmUp	.text	081685A0	000000CD	0000001C	00000008	R	.	.	.	.	.	B	T	.
get_arg_12	.text	08168670	00000085	0000010C		R	.	.	.	.	.	B	T	.
centering_5	.text	08168700	00000111	0000051C		R	.	.	.	.	.	B	T	.
NPC_CharmSelect2	.text	08168820	000000C9	0000042C	00000008	R	.	.	.	.	.	B	T	.
NPC_CharmSelect1	.text	081688F0	00000178	0000052C	00000008	R	.	.	.	.	.	B	T	.
NPC_CharmWindowTalked	.text	08168A70	000000C7	0000002C	00000014	R	.	.	.	.	.	B	T	.
NPC_CharmTalked	.text	08168B40	00000111	0000042C	00000008	R	.	.	.	.	.	B	T	.
NPC_MicTalked	.text	08168C60	0000014B	0000182C	0000000C	R	.	.	.	.	.	B	T	.
NPC_MicInit	.text	08168DB0	0000013A	0000002C	00000004	R	.	.	.	.	.	B	T	.
NPC_PetshopInit	.text	08168EF0	00000014	00000004	00000004	R	.	.	.	.	.	B	T	.
NPC_PetshopWindowTalked	.text	08168F10	000000D0	0000002C	00000014	R	.	.	.	.	.	B	T	.
get_arg_13	.text	08168FE0	00000095	0000010C		R	.	.	.	.	.	B	T	.
get_price_1	.text	08169080	00000063	0000001C		R	.	.	.	.	.	B	T	.
centering_6	.text	081690F0	0000014E	0000051C		R	.	.	.	.	.	B	T	.
petshop_sell_yes	.text	08169240	0000025B	0000044C	00000008	R	.	.	.	.	.	B	T	.
petshop_select_none	.text	081694A0	0000013A	0000042C	00000014	R	.	.	.	.	.	B	T	.
disp_start_window	.text	081695E0	00000146	0000053C		R	.	.	.	.	.	B	T	.
petshop_sell_no	.text	08169730	0000004A	0000001C	00000008	R	.	.	.	.	.	B	T	.
NPC_PetshopTalked	.text	08169780	0000007B	0000001C	00000008	R	.	.	.	.	.	B	T	.
NPC_EquipmanInit	.text	08169800	00000014	00000004	00000004	R	.	.	.	.	.	B	T	.
NPC_EquipmanTalked	.text	08169820	0000055D	00000A3C	00000008	R	.	.	.	.	.	B	T	.
check_fp_lp_0_gold_0	.text	08169D80	0000000F	00000004		R	.	.	.	.	.	B	T	.
get_price_fp_lp_0	.text	08169D90	00000046	0000000C	00000004	R	.	.	.	.	.	B	T	.
get_price_lp_0	.text	08169DE0	0000005A	00000010		R	.	.	.	.	.	B	T	.
NPC_Windowhealer2Init	.text	08169E40	00000014	00000004	00000004	R	.	.	.	.	.	B	T	.
NPC_Windowhealer2WindowTalked	.text	08169E60	000000C6	0000002C	00000014	R	.	.	.	.	.	B	T	.
centering_7	.text	08169F30	00000146	0000051C		R	.	.	.	.	.	B	T	.
windowhealer2_return_menu	.text	0816A080	000000B7	0000042C	00000008	R	.	.	.	.	.	B	T	.
windowhealer2_select_no	.text	0816A140	000000B7	0000042C	00000008	R	.	.	.	.	.	B	T	.
windowhealer2_select_pet_yes	.text	0816A200	000001BA	0000042C	00000008	R	.	.	.	.	.	B	T	.
windowhealer2_select_lp_yes	.text	0816A3C0	0000014E	0000043C	00000008	R	.	.	.	.	.	B	T	.
windowhealer2_select_fp_lp_yes	.text	0816A510	00000165	0000043C	00000008	R	.	.	.	.	.	B	T	.
windowhealer2_select_none	.text	0816A680	00000979	0000055C	00000014	R	.	.	.	.	.	B	T	.
NPC_Windowhealer2Talked	.text	0816B000	000001A5	0000042C	00000008	R	.	.	.	.	.	B	T	.
NPC_HouseWarp2Character	.text	0816B1B0	000000A2	0000002C	00000008	R	.	.	.	.	.	B	T	.
NPC_HouseWarp2Init	.text	0816B260	0000008D	0000002C	00000004	R	.	.	.	.	.	B	T	.
check_num_5	.text	0816B2F0	00000025	00000004		R	.	.	.	.	.	B	T	.
get_num2_5	.text	0816B320	00000067	00000010		R	.	.	.	.	.	B	T	.
NPC_DustboxInit	.text	0816B390	00000014	00000004	00000004	R	.	.	.	.	.	B	T	.
NPC_DustboxWindowTalked	.text	0816B3B0	000000D0	0000002C	00000014	R	.	.	.	.	.	B	T	.
windowdustboxdelete_select_yes	.text	0816B480	00000A07	0000135C	00000008	R	.	.	.	.	.	B	T	.
windowdustbox_select_next	.text	0816BE90	000002A0	0000053C	00000008	R	.	.	.	.	.	B	T	.
windowdustbox_select_prev	.text	0816C130	00000270	0000053C	00000008	R	.	.	.	.	.	B	T	.
windowdustbox_select_none	.text	0816C3A0	00000157	0000043C	00000014	R	.	.	.	.	.	B	T	.
NPC_DustboxTalked	.text	0816C500	0000024A	0000053C	00000008	R	.	.	.	.	.	B	T	.
NPC_InitWatchEvent	.text	0816C750	00000014	00000004	00000004	R	.	.	.	.	.	B	T	.
SetWatchEventNPCParam	.text	0816C770	00000037	00000004	00000024	R	.	.	.	.	.	B	T	.
check_num_6	.text	0816C7B0	00000025	00000004		R	.	.	.	.	.	B	T	.
get_num_1	.text	0816C7E0	00000067	00000010		R	.	.	.	.	.	B	T	.
Read_WatchEventScript	.text	0816C850	00000255	0000082C		R	.	.	.	.	.	B	T	.
possible_crypto_4	.text	0816CAB0	00000E2A	0000058C		R	.	.	.	.	.	B	T	.
NPC_WatchEventWatchFunc	.text	0816D8E0	00000BDA	000004BC	00000020	R	.	.	.	.	.	B	T	.
check_num_7	.text	0816E4C0	00000025	00000004		R	.	.	.	.	.	B	T	.
get_num_2	.text	0816E4F0	00000067	00000010		R	.	.	.	.	.	B	T	.
GetStrFirstLine	.text	0816E560	00000047	00000004	00000008	R	.	.	.	.	.	B	T	.
get_windowlabel_string	.text	0816E5B0	0000002B	00000008		R	.	.	.	.	.	B	T	.
NPC_ItemCountWindowTalked	.text	0816E5E0	000000C6	0000002C	00000014	R	.	.	.	.	.	B	T	.
ModifyScriptString	.text	0816E6B0	00000227	0000042C		R	.	.	.	.	.	B	T	.
Read_ItemCountScript	.text	0816E8E0	00000084	0000042C		R	.	.	.	.	.	B	T	.
CheckMaxCountItemID	.text	0816E970	0000025D	0000044C		R	.	.	.	.	.	B	T	.
Get_DataFileName	.text	0816EBD0	000001DB	0000044C		R	.	.	.	.	.	B	T	.
set_object_0	.text	0816EDB0	000000E8	0000005C		R	.	.	.	.	.	B	T	.
save_workarea	.text	0816EEA0	000005F2	0000184C		R	.	.	.	.	.	B	T	.
SetCountItemID	.text	0816F4A0	0000047E	0000046C		R	.	.	.	.	.	B	T	.
NPC_ItemCountInit	.text	0816F920	000007E0	0000146C	00000004	R	.	.	.	.	.	B	T	.
Exec_Command_0	.text	08170100	000010CB	00001AAC	00000004	R	.	.	.	.	.	B	T	.
Exec_ScriptFileBlock	.text	081711D0	000008E1	0000046C	00000008	R	.	.	.	.	.	B	T	.
windowitemcountnpc_no_click	.text	08171AC0	00000040	0000000C	00000008	R	.	.	.	.	.	B	T	.
windowitemcountnpc_yes_click	.text	08171B00	00000040	0000000C	00000008	R	.	.	.	.	.	B	T	.
windowitemcountnpc_prev_click	.text	08171B40	00000040	0000000C	00000008	R	.	.	.	.	.	B	T	.
windowitemcountnpc_next_click	.text	08171B80	00000040	0000000C	00000008	R	.	.	.	.	.	B	T	.
windowitemcountnpc_cancel_click	.text	08171BC0	00000040	0000000C	00000008	R	.	.	.	.	.	B	T	.
windowitemcountnpc_ok_click	.text	08171C00	0000003D	0000000C	00000008	R	.	.	.	.	.	B	T	.
NPC_ItemCountTalked	.text	08171C40	000000AF	0000001C	00000008	R	.	.	.	.	.	B	T	.
NPC_ItemCountLoop	.text	08171CF0	000000DB	0000002C	00000004	R	.	.	.	.	.	B	T	.
windowitemcountmain_select_none	.text	08171DD0	00000992	0000017C	00000014	R	.	.	.	.	.	B	T	.
windowitemcounttop_select_none	.text	08172770	00000E49	0000885C	00000014	R	.	.	.	.	.	B	T	.
NPC_GuildWarpCharacter	.text	081735C0	00000124	0000004C	00000008	R	.	.	.	.	.	B	T	.
NPC_guildWarpInit	.text	081736F0	00000067	0000001C	00000004	R	.	.	.	.	.	B	T	.
itemBoxRelease	.text	08173760	0000000F	00000004		R	.	.	.	.	.	B	T	.
search_pet_buffer_no	.text	08173770	00000042	00000008		R	.	.	.	.	.	B	T	.
pool_pet_data	.text	081737C0	00000113	0000001C		R	.	.	.	.	.	B	T	.
NPC_itemBoxPetReceive	.text	081738E0	00000225	0000002C	00000010	R	.	.	.	.	.	B	T	.
NPC_itemBoxWindowTalked	.text	08173B10	00000176	0000002C	00000014	R	.	.	.	.	.	B	T	.
get_arg_14	.text	08173C90	0000009B	0000010C		R	.	.	.	.	.	B	T	.
set_item_1	.text	08173D30	000000AA	0000002C	00000004	R	.	.	.	.	.	B	T	.
send_itembox_gold_data	.text	08173DE0	000000C7	0000142C		R	.	.	.	.	.	B	T	.
send_itembox_pet_data	.text	08173EB0	000006B5	0000443C	00000004	R	.	.	.	.	.	B	T	.
itembox_select_none	.text	08174570	000014D1	000047FC	00000014	R	.	.	.	.	.	B	T	.
NPC_itemBoxTalked	.text	08175A50	00000C99	0000844C	00000008	R	.	.	.	.	.	B	T	.
NPC_itemBoxLoop	.text	081766F0	000000F9	0000002C	00000004	R	.	.	.	.	.	B	T	.
NPC_itemBoxInit	.text	081767F0	000000D9	0000001C	00000004	R	.	.	.	.	.	B	T	.
guildMonsterRelease	.text	081768D0	0000000F	00000004		R	.	.	.	.	.	B	T	.
get_arg_text	.text	081768E0	000000E5	0000011C		R	.	.	.	.	.	B	T	.
sendGuildMonsterWindow	.text	081769D0	00000082	0000102C		R	.	.	.	.	.	B	T	.
get_arg_int	.text	08176A60	0000009B	0000010C		R	.	.	.	.	.	B	T	.
NPC_guildMonsterWindowTalked	.text	08176B00	00000501	0000054C	00000014	R	.	.	.	.	.	B	T	.
get_arg_15	.text	08177010	00000095	0000010C		R	.	.	.	.	.	B	T	.
NPC_guildMonsterInit	.text	081770B0	000000B1	0000002C	00000004	R	.	.	.	.	.	B	T	.
getDistanceDir	.text	08177170	0000007D	0000001C		R	.	.	.	.	.	B	T	.
feedFromFoodBox	.text	081771F0	000001B9	0000003C		R	.	.	.	.	.	B	T	.
NPC_guildMonsterTalked	.text	081773B0	00000A43	000007CC	0000000C	R	.	.	.	.	.	B	T	.
NPC_guildMonsterLoop	.text	08177E00	000004B4	0000053C	00000004	R	.	.	.	.	.	B	T	.
NPC_sePlayInit	.text	081782C0	00000014	00000004	00000004	R	.	.	.	.	.	B	T	.
get_arg_16	.text	081782E0	0000009B	0000010C		R	.	.	.	.	.	B	T	.
NPC_sePlayMySePlay	.text	08178380	0000008B	0000002C	00000008	R	.	.	.	.	.	B	T	.
NPC_SEPlayWatch	.text	08178410	0000014C	0000001C	00000008	R	.	.	.	.	.	B	T	.
NPC_WatchExWatch	.text	08178560	000001B4	0000002C	00000024	R	.	.	.	.	.	B	T	.
check_disp_on_1	.text	08178720	000000AF	0000002C		R	.	.	.	.	.	B	T	.
NPC_WatchExLoop	.text	081787D0	00000080	0000000C	00000004	R	.	.	.	.	.	B	T	.
NPC_WatchExInit	.text	08178850	000000A5	0000000C	00000004	R	.	.	.	.	.	B	T	.
foodBoxRelease	.text	08178900	0000000F	00000004		R	.	.	.	.	.	B	T	.
NPC_foodBoxWindowTalked	.text	08178910	0000013C	0000002C	00000014	R	.	.	.	.	.	B	T	.
get_arg_17	.text	08178A50	0000009B	0000010C		R	.	.	.	.	.	B	T	.
NPC_foodBoxInit	.text	08178AF0	000000BD	0000001C	00000004	R	.	.	.	.	.	B	T	.
set_item_2	.text	08178BB0	000000AA	0000002C	00000004	R	.	.	.	.	.	B	T	.
foodbox_select_none	.text	08178C60	00000ADF	000046EC	00000014	R	.	.	.	.	.	B	T	.
NPC_foodBoxLoop	.text	08179740	00000072	0000001C	00000004	R	.	.	.	.	.	B	T	.
NPC_foodBoxTalked	.text	081797C0	000006D5	0000843C	00000008	R	.	.	.	.	.	B	T	.
NPC_DustboxItemPut	.text	08179EA0	00000128	0000016C	00000008	R	.	.	.	.	.	B	T	.
NPC_dustBoxLoop	.text	08179FD0	0000006C	0000001C	00000004	R	.	.	.	.	.	B	T	.
get_arg_18	.text	0817A040	00000095	0000010C		R	.	.	.	.	.	B	T	.
NPC_dustBoxInit	.text	0817A0E0	0000008D	0000001C	00000004	R	.	.	.	.	.	B	T	.
NPC_orthopedistInit	.text	0817A170	00000014	00000004	00000004	R	.	.	.	.	.	B	T	.
NPC_orthopedistWindowTalked	.text	0817A190	000000FA	0000002C	00000014	R	.	.	.	.	.	B	T	.
get_arg_19	.text	0817A290	00000095	0000010C		R	.	.	.	.	.	B	T	.
select_no_cancel	.text	0817A330	000000A5	0000042C	0000000C	R	.	.	.	.	.	B	T	.
face_change_end	.text	0817A3E0	000000EE	0000047C	00000008	R	.	.	.	.	.	B	T	.
pay_select_yes	.text	0817A4D0	000000F6	0000042C	00000008	R	.	.	.	.	.	B	T	.
NPC_orthopedistTalked	.text	0817A5D0	000000F2	0000042C	00000008	R	.	.	.	.	.	B	T	.
start_select_yes	.text	0817A6D0	00000175	0000042C	00000008	R	.	.	.	.	.	B	T	.
face_change_decision_yes	.text	0817A850	00000239	0000047C	00000014	R	.	.	.	.	.	B	T	.
face_change_select_ok	.text	0817AA90	000000EB	0000042C	00000014	R	.	.	.	.	.	B	T	.
face_change_message	.text	0817AB80	0000011F	0000052C	00000008	R	.	.	.	.	.	B	T	.
face_change_decision_prev	.text	0817ACA0	00000076	0000002C	00000014	R	.	.	.	.	.	B	T	.
sendPlayerProfile	.text	0817AD20	0000017A	0000007C	00000010	R	.	.	.	.	.	B	T	.
sendPlayerList	.text	0817AEA0	000000DD	0000007C	00000014	R	.	.	.	.	.	B	T	.
searchPlayer	.text	0817AF80	000001EE	0000003C	00000014	R	.	.	.	.	.	B	T	.
NPC_sendMail	.text	0817B170	00000270	00000E5C	00000008	R	.	.	.	.	.	B	T	.
NPC_select	.text	0817B3E0	000001B2	00000D5C	0000000C	R	.	.	.	.	.	B	T	.
NPC_reference	.text	0817B5A0	000003E8	0000195C	00000014	R	.	.	.	.	.	B	T	.
NPC_PlayerSearchWindowTalked	.text	0817B990	000000C8	0000001C	00000014	R	.	.	.	.	.	B	T	.
NPC_PlayerSearchTalked	.text	0817BA60	000001E7	0000102C	00000008	R	.	.	.	.	.	B	T	.
NPC_PlayerSearchInit	.text	0817BC50	0000006E	0000002C	00000004	R	.	.	.	.	.	B	T	.
NPC_ItemBoxEXLoop	.text	0817BCC0	00000044	0000000C	00000004	R	.	.	.	.	.	B	T	.
get_arg_20	.text	0817BD10	00000095	0000010C		R	.	.	.	.	.	B	T	.
NPC_ItemboxEX_getEnemy	.text	0817BDB0	00000062	0000001C	00000018	R	.	.	.	.	.	B	T	.
NPC_ItemboxEX_Encount	.text	0817BE20	0000006F	0000003C	00000008	R	.	.	.	.	.	B	T	.
ITEMBOXEX_GiveGold	.text	0817BE90	0000012C	0000012C	0000000C	R	.	.	.	.	.	B	T	.
ITEMBOXEX_GiveItem	.text	0817BFC0	000002F6	0000013C	0000000C	R	.	.	.	.	.	B	T	.
NPC_ITEMBOXEX_pickupfunc	.text	0817C2C0	0000032B	0000005C	00000008	R	.	.	.	.	.	B	T	.
NPC_ItemBoxEXInit	.text	0817C5F0	0000017C	0000002C	00000004	R	.	.	.	.	.	B	T	.
NPC_guildtaxInit	.text	0817C770	0000002C	0000000C	00000004	R	.	.	.	.	.	B	T	.
NPC_guildtaxLoop	.text	0817C7A0	00000070	0000000C	00000004	R	.	.	.	.	.	B	T	.
NPC_guildtaxWindowTalked	.text	0817C810	000000D2	0000002C	00000014	R	.	.	.	.	.	B	T	.
pay_select	.text	0817C8F0	000000C7	0000022C	00000008	R	.	.	.	.	.	B	T	.
guild_pay_select_yes	.text	0817C9C0	0000028D	0000062C	00000008	R	.	.	.	.	.	B	T	.
NPC_guildtaxTalked	.text	0817CC50	0000020B	0000023C	00000008	R	.	.	.	.	.	B	T	.
NPC_exchangerInit	.text	0817CE60	00000014	00000004	00000004	R	.	.	.	.	.	B	T	.
NPC_exchangerWindowTalked	.text	0817CE80	000000B9	0000002C	00000014	R	.	.	.	.	.	B	T	.
get_arg_21	.text	0817CF40	0000009B	0000010C		R	.	.	.	.	.	B	T	.
exchangerCancel	.text	0817CFE0	0000009C	0000022C	00000008	R	.	.	.	.	.	B	T	.
exchangerSelect	.text	0817D080	0000009C	0000022C	00000008	R	.	.	.	.	.	B	T	.
exchangerNext	.text	0817D120	000000F3	0000023C	0000000C	R	.	.	.	.	.	B	T	.
NPC_exchangerTalked	.text	0817D220	000000D1	0000022C	00000008	R	.	.	.	.	.	B	T	.
exchangeAllItem	.text	0817D300	000004A8	0000024C	00000008	R	.	.	.	.	.	B	T	.
NPC_TechshopEXInit	.text	0817D7B0	00000014	00000004	00000004	R	.	.	.	.	.	B	T	.
